gene,p_value (FoxOTriple),LogFC (FoxOtriple)
4921505C17Rik ,0.53248378,0.0776308
Foxd3 ,0.4927316,0.0775808
Ggnbp2 ,0.47342008,0.07752
Syt12 ,0.53118641,0.0774867
Fmr1nb ,0.53158167,0.0774175
Ftsj3 ,0.51933296,0.0774017
Nudt16l1 ,0.44150495,0.07733
Ptgr1 ,0.58764453,0.0772975
Fcrl5 ,0.47443962,0.0772792
Extl1 ,0.64458371,0.0772717
Cadm2 ,0.54856971,0.0772408
Trib1 ,0.67196692,0.077235
2310039E09Rik ,0.45301376,0.077225
Jarid2 ,0.64074319,0.0772058
Hist3h2ba ,0.64851426,0.0771892
Ms4a13 ,0.5518552,0.0771767
60657,0.54737822,0.0771475
Zfp830 ,0.50110181,0.077145
Matn1 ,0.4867718,0.0771433
Rpl4 ,0.53409285,0.077115
Aoc3 ,0.54938987,0.0770883
Pde9a ,0.5232084,0.0770742
Grap2 ,0.49457102,0.077045
Tas1r1 ,0.44927206,0.0770433
64162,0.76991622,0.0770408
Khdrbs3 ,0.55909502,0.0770033
Ipmk ,0.72763351,0.07685
Olfr722 ,0.54999169,0.0768242
Krtap6-1 ,0.55349339,0.0768092
Tomm6 ,0.49505866,0.0766767
21742,0.47477973,0.0766467
Olfr1030 ,0.62528154,0.0766217
Slc6a3 ,0.51123621,0.0766217
Slc1a6 ,0.61850777,0.0766158
Mrto4 ,0.65077404,0.0765967
Zfp810 ,0.61386491,0.0765325
Gpr176 ,0.53580421,0.0765108
Grb14 ,0.49541837,0.0765025
Igfn1 ,0.65386933,0.0764925
Tor1b ,0.5677859,0.0764858
Moxd1 ,0.43868963,0.0763817
Gtpbp3 ,0.46700134,0.0763492
Ppp1r15b ,0.67423789,0.0762892
Slc6a4 ,0.50437894,0.0762742
Vill ,0.59410698,0.0762492
Zbtb37 ,0.51355236,0.0762233
Rbpms2 ,0.66995513,0.07618
70831,0.47135745,0.0761483
Hpdl ,0.81535257,0.0761383
Bmp8a ,0.46010688,0.0761292
V1rg2 ,0.42416909,0.076105
Adam2 ,0.42174003,0.0760667
Gulp1 ,0.48746802,0.0759533
57722,0.79342634,0.0759
Grb10 ,0.70267178,0.0758775
Nebl ,0.83298161,0.0758283
Creld2 ,0.56773521,0.0757583
Art2a ,0.49093449,0.0757567
Irx5 ,0.47700461,0.0757142
57768,0.50520034,0.0756458
4930412F15Rik ,0.45791693,0.0755617
Ttyh3 ,0.53852273,0.0755542
Pvalb ,0.59994951,0.075505
Uvrag ,0.55937424,0.0754425
Hnrnpu ,0.50349704,0.0754417
Tial1 ,0.56644725,0.07542
Fcrl1 ,0.49407139,0.0753508
Ccdc18 ,0.459019,0.0752708
Olfr1336 ,0.69184032,0.0752525
V1re7 ,0.48181871,0.0752508
Olfr1444 ,0.65322085,0.0752225
Bbx ,0.53807604,0.0751892
Il17rb ,0.48115981,0.0751333
Mllt1 ,0.51829095,0.0751333
Slit1 ,0.53240596,0.0751133
Pms2 ,0.49603337,0.0751008
Klk8 ,0.59830061,0.0750925
Acer2 ,0.57852974,0.0750908
Camkk1 ,0.560729,0.0750583
Itgbl1 ,0.57988278,0.0749817
Cryga ,0.55849942,0.0749433
Mmp8 ,0.48467214,0.0749367
Zkscan6 ,0.59915731,0.0749025
Zfp451 ,0.69026514,0.0748558
Nuf2 ,0.69034331,0.0748308
Tpm1 ,0.80826281,0.0748217
Piwil1 ,0.51928025,0.0747508
Ccm2 ,0.46307528,0.0747483
Fbxo31 ,0.49703906,0.0747417
Stoml3 ,0.51424451,0.0747092
Phf17 ,0.57909301,0.0746842
Flywch2 ,0.51248357,0.0746725
Upk1b ,0.61830788,0.0746617
BC089491 ,0.62304268,0.0746492
Rgr ,0.51965399,0.0746308
2210012G02Rik ,0.48555566,0.074615
Cidec ,0.62748749,0.0745683
Chi3l3 ,0.53198264,0.0745667
Pcnxl2 ,0.51279462,0.0745375
Ltc4s ,0.57655744,0.0745217
Zfp622 ,0.5845846,0.0744758
Thsd1 ,0.76590918,0.0744733
Slc22a5 ,0.56903007,0.0744583
Treml1 ,0.63996493,0.0744375
Chst1 ,0.68836033,0.0744167
Asb18 ,0.52839649,0.0743908
Npm3 ,0.64850424,0.0743892
Mfi2 ,0.59178617,0.0743525
Olfr678 ,0.62081428,0.0743167
1700010I14Rik ,0.43654798,0.0743025
Mamdc2 ,0.49497675,0.0742942
Fap ,0.46398162,0.0741908
Irs3 ,0.64970033,0.0741133
Peo1 ,0.67132705,0.0740917
Dyrk1a ,0.67887503,0.0740417
Atoh8 ,0.51722612,0.0739933
Arhgap28 ,0.51368688,0.0739233
Zfp410 ,0.63318181,0.07392
Fgf23 ,0.50741821,0.0738958
Mosc2 ,0.58898425,0.0738683
4921517D22Rik ,0.57962303,0.0737883
Dhx15 ,0.54932305,0.0737833
Stim1 ,0.51097694,0.0737542
Boc ,0.44064877,0.0737283
4930433I11Rik ,0.57495436,0.0737233
Dmrta2 ,0.60144398,0.0737133
Wnt3a ,0.62541858,0.073665
Igdcc3 ,0.57319098,0.0736233
Tnfsf4 ,0.63651546,0.0736083
Olfr1170 ,0.71226663,0.07355
Phtf2 ,0.70537186,0.07348
Cdh4 ,0.54744733,0.0734633
Chrng ,0.58166187,0.0734425
Rassf8 ,0.71335965,0.0734392
Klrb1f ,0.41620164,0.0734192
98100,0.49569409,0.0733967
Mc2r ,0.54025514,0.0732992
Tyms-ps ,0.55675775,0.07329
Krt2 ,0.56696808,0.0732817
Nlrp4c ,0.46851229,0.0732575
Limk1 ,0.77794057,0.0731817
87708,0.66871594,0.073165
Tnfrsf13b ,0.61438644,0.073165
Hoxa10 ,0.7252551,0.0731617
Ptpn6 ,0.53362002,0.073145
Hkdc1 ,0.62210417,0.073125
Ints2 ,0.49320192,0.0730692
Stx6 ,0.51519252,0.0730533
Ceacam11 ,0.51566005,0.07303
Skil ,0.66301917,0.0730092
Cysltr2 ,0.61481342,0.0730075
Ntn4 ,0.54020478,0.0730008
Has1 ,0.61880003,0.0729858
Col4a5 ,0.58203373,0.072905
EG215472 ,0.51844786,0.0728833
Clk4 ,0.61039143,0.0728
Stx17 ,0.52976525,0.0727783
Ddx21 ,0.57195049,0.0727675
Slc7a9 ,0.48816966,0.0727275
Zfp454 ,0.56281093,0.0726542
Dock3 ,0.45700521,0.0726417
Akirin1 ,0.63228828,0.0726192
Mmp28 ,0.61817417,0.0725942
P2ry4 ,0.664961,0.0725575
Nrg4 ,0.49018751,0.0725558
Fgf15 ,0.60099579,0.072545
Olfr203 ,0.51864438,0.0725358
Athl1 ,0.51957295,0.0724675
Fuk ,0.4673493,0.0724283
Slamf9 ,0.50932065,0.0724133
Slc18a2 ,0.5144701,0.0723592
Fxyd2 ,0.50025023,0.0723467
Acot11 ,0.5238947,0.07222
Pcsk1n ,0.6014065,0.0722083
Plxdc1 ,0.47706467,0.0721825
Ppp5c ,0.53947506,0.0721658
Sbsn ,0.59439208,0.0721608
1700067P10Rik ,0.6709193,0.0721167
Otx1 ,0.57809877,0.0720233
Lrrc1 ,0.71845171,0.0719983
Il17re ,0.62745244,0.0719967
Olfr971 ,0.47405045,0.0719742
Hic1 ,0.58748134,0.0719725
Pmfbp1 ,0.4765372,0.0719667
BC028528 ,0.55232387,0.071875
Fabp2 ,0.54064743,0.0718217
Atp1b4 ,0.6493738,0.0717908
Kcnj16 ,0.48489353,0.0717708
Aldh3a1 ,0.55583471,0.0716867
Havcr2 ,0.55965105,0.0716758
Samhd1 ,0.57269308,0.0716692
Cts7 ,0.44631836,0.0716675
Gad2 ,0.53332593,0.0716442
Olfr137 ,0.71373592,0.0715667
Rrp7a ,0.69583359,0.0715508
Tiam2 ,0.50403872,0.071535
Onecut3 ,0.67642299,0.0715167
Abca15 ,0.49700244,0.0714975
Jph1 ,0.5096826,0.0714567
Bdh1 ,0.55215972,0.0714192
C1qtnf3 ,0.71703536,0.0713483
Olfr56 ,0.69886441,0.0713417
Angptl3 ,0.5352175,0.0713258
Nup107 ,0.46524199,0.0712758
1700025E21Rik ,0.66274794,0.07122
Camk4 ,0.63196275,0.0712108
Rspo3 ,0.58346905,0.0711392
Fetub ,0.49484025,0.0711083
Amn ,0.62411094,0.0709917
Msc ,0.5793431,0.0709908
Tshr ,0.48885491,0.07096
Grm8 ,0.49619839,0.0709458
D630044L22Rik ,0.62308025,0.0709317
Larp6 ,0.72627878,0.0708008
Bai3 ,0.68968889,0.0707925
St3gal3 ,0.55020692,0.0707667
Tat ,0.67689683,0.0707592
2310044G17Rik ,0.64159213,0.070755
Pggt1b ,0.58867494,0.070745
Csf2 ,0.62399991,0.0707425
Mtch1 ,0.53962002,0.0707167
Myl2 ,0.55573414,0.0706833
Star ,0.70841477,0.0706792
Rab3gap1 ,0.67241088,0.0706625
Wdr78 ,0.54683647,0.0706542
Dnm3os ,0.57971421,0.0706025
Tbrg1 ,0.50639201,0.0705833
Col9a2 ,0.59862258,0.0705825
C330019G07Rik ,0.54565869,0.07055
Onecut1 ,0.61863731,0.0705442
Hspa5 ,0.52120696,0.070475
Htr3b ,0.56779319,0.07037
Loxl1 ,0.59404665,0.0703267
Olfr622 ,0.67325365,0.0703133
Lgsn ,0.61714021,0.0702975
Ubxn10 ,0.63628967,0.0702575
Tmem164 ,0.50952206,0.0702525
Csf2rb ,0.75489807,0.0701917
Tulp1 ,0.7370709,0.0701792
Gm606 ,0.48785615,0.0701758
Gnb2l1 ,0.54159122,0.070175
Ubqln2 ,0.61022479,0.070175
Col17a1 ,0.55740816,0.0701425
Dmd ,0.4644491,0.0701317
Tbxa2r ,0.53775688,0.0700833
Ccnj ,0.58023239,0.0699725
Gprin3 ,0.5588791,0.0699708
Paox ,0.6709807,0.0699408
Tpsab1 ,0.58134518,0.0699367
Fjx1 ,0.64045062,0.0699342
Ccdc144b ,0.46449251,0.0699033
H2-M2 ,0.57378118,0.0698825
Hao1 ,0.53393241,0.0698758
Tmem202 ,0.48323686,0.0698675
Hoxc5 ,0.57226918,0.0698658
Svs3b ,0.55937868,0.06984
1200002N14Rik ,0.56528605,0.0697992
Slc34a1 ,0.65481552,0.0697792
Ndufb3 ,0.60460685,0.069725
99918,0.72152767,0.0697217
52354,0.50565546,0.0697125
Bace1 ,0.57532057,0.0697075
Myl1 ,0.44605453,0.0696483
Cd163 ,0.48729907,0.0696417
Nxph1 ,0.54066791,0.0696383
Ipo13 ,0.57940302,0.0696325
Stat5b ,0.67698933,0.0695758
U2af1l4 ,0.51730846,0.0695742
D8Ertd82e ,0.7403442,0.0695675
Klk1b3 ,0.58143841,0.0694958
Masp1 ,0.54316659,0.069415
Olfr912 ,0.4802296,0.0693917
Ngfr ,0.6136798,0.0693867
Psg18 ,0.51321643,0.0693742
Poln ,0.47810572,0.0693658
Klf7 ,0.77896468,0.0693525
Ctcf ,0.60875482,0.0693117
Lrrc10 ,0.46916354,0.0692392
Rbp1 ,0.65718017,0.06922
Spdef ,0.66955716,0.0691875
Irf7 ,0.72327133,0.0690258
Phpt1 ,0.61153231,0.0689992
Ccar1 ,0.53551327,0.0689983
Kif20a ,0.67598263,0.0689775
Nphp1 ,0.5705198,0.068955
Spats2 ,0.7352103,0.0689467
Nrm ,0.72395738,0.0689042
Hipk1 ,0.66959871,0.0688833
Mageb18 ,0.5190753,0.0688475
Spns3 ,0.56448943,0.0688242
Tulp4 ,0.67716202,0.0688167
2310028O11Rik ,0.59333717,0.0687525
Zfp101 ,0.73730303,0.0687475
Nat6 ,0.70637985,0.0687058
Papss2 ,0.54222654,0.0687
Sergef ,0.49359811,0.0686908
Jub ,0.57362929,0.0686767
Insig1 ,0.562843,0.06865
Olfr155 ,0.55844744,0.0686192
Cbx2 ,0.62597524,0.0686142
Mga ,0.51824642,0.0686058
Edn1 ,0.66425959,0.068605
Lsm2 ,0.51890742,0.06856
Tmc1 ,0.54362292,0.0685308
H2afj ,0.53825233,0.0685083
Galk2 ,0.53414901,0.0684217
BC046404 ,0.60307673,0.0684092
Trp73 ,0.61008435,0.0683858
Serpinb9c ,0.64768205,0.0683683
Gng8 ,0.61598019,0.0683267
Pla2g7 ,0.64431247,0.0683075
Wfdc15b ,0.6186092,0.0682967
Mmel1 ,0.55283134,0.0682833
Map2k3 ,0.79407784,0.0682708
Rage ,0.57926583,0.06827
Hdhd1a ,0.67223384,0.068225
Ces6 ,0.53969111,0.0682067
Zmat4 ,0.48571481,0.0681975
5630401D24Rik ,0.5876122,0.0681392
Cxcr4 ,0.71215185,0.0681133
Sox21 ,0.54917535,0.0681125
Gsdma2 ,0.5876708,0.0681108
Relt ,0.67525008,0.0681
Zhx3 ,0.7010874,0.0680942
Polr1d ,0.5741826,0.0680725
Olfr168 ,0.71988661,0.0680142
Aanat ,0.54482187,0.0679925
Tspan5 ,0.55375469,0.0679833
Olfr617 ,0.85699282,0.0679708
Olfr196 ,0.55414465,0.0679642
Ano4 ,0.50675942,0.0679592
Angptl1 ,0.53057936,0.0679275
Ptprv ,0.53878574,0.0679158
Psd3 ,0.64662789,0.0679067
Ppp4r1 ,0.61166697,0.0678992
A330041J22Rik ,0.54208575,0.0678583
Prrx1 ,0.61061403,0.0678525
Tas2r125 ,0.59408104,0.0678283
AU042651 ,0.66270147,0.0678033
AU021034 ,0.48986362,0.0678025
Slbp ,0.68818506,0.0677992
2310007B03Rik ,0.57538266,0.0677167
Hook3 ,0.62729647,0.0676942
Olfr818 ,0.60270647,0.0676875
Olfr356 ,0.67928078,0.06766
Cyp4f14 ,0.60034401,0.067635
Serpina1a ,0.68590575,0.0676258
Foxo6 ,0.6712192,0.0675908
Cox10 ,0.60667292,0.0675858
Top2a ,0.86773149,0.0675825
1200014J11Rik ,0.68361438,0.0675675
Mobkl2c ,0.62426761,0.067545
1200009I06Rik ,0.53698835,0.0675017
Pla2g5 ,0.62903158,0.0674625
Olfr837 ,0.49855224,0.06741
4930455F23Rik ,0.56651404,0.0673917
Gpr153 ,0.5953606,0.0673892
Cd209c ,0.52155346,0.0673792
Nup50 ,0.62630421,0.0672333
Olfr328 ,0.61678504,0.0672183
Casp2 ,0.55544874,0.0672125
Cbln2 ,0.65657497,0.0671683
Frat1 ,0.6105163,0.0671525
Cml5 ,0.5085247,0.0671492
Nox4 ,0.56630965,0.0671467
Speer4b ,0.68860708,0.06713
Scn5a ,0.6553103,0.0670958
Bms1 ,0.64216317,0.0669917
Ndufb10 ,0.51835669,0.0669525
Mtmr11 ,0.75015749,0.0669433
Prkdc ,0.71835561,0.0669342
Hoxb13 ,0.71123598,0.0669283
C630004H02Rik ,0.69097239,0.0669
Fbxo21 ,0.59467296,0.0668833
Hoxd9 ,0.56159961,0.0668083
Wnt5a ,0.6286541,0.066795
Madcam1 ,0.65474618,0.0667633
Chmp1b ,0.65928392,0.0667492
1700028K03Rik ,0.49719413,0.0667108
Ccdc87 ,0.67753271,0.0666633
H2-Q10 ,0.5970004,0.0666567
Slc8a2 ,0.59880502,0.0666517
Cdh23 ,0.53796899,0.0666508
Cstl1 ,0.54746312,0.066595
Cep110 ,0.65122596,0.06658
Zswim2 ,0.51435591,0.0665567
Jsrp1 ,0.65398359,0.066515
Krt31 ,0.76105522,0.0664908
A230107C01Rik ,0.63799771,0.0664867
Hist4h4 ,0.83294592,0.0664642
Cyp4a14 ,0.61031431,0.06645
Clec1b ,0.52121494,0.0664217
A230074B11Rik ,0.52241138,0.0663908
Col16a1 ,0.6262465,0.06639
Tuba3b ,0.77196603,0.0663692
Ccl8 ,0.5546615,0.066365
Rnf125 ,0.86289795,0.066365
Exosc5 ,0.50665045,0.0662342
Picalm ,0.59095874,0.066225
Tas2r110 ,0.68756214,0.0662067
Figf ,0.51664444,0.0661517
Cd300lb ,0.63227322,0.0660925
Tmem150 ,0.65930331,0.0659967
Hoxd10 ,0.71411321,0.065975
Tmprss11f ,0.47917631,0.0659625
Tes ,0.6044463,0.0659592
Morf4l2 ,0.66400169,0.06595
Srd5a1 ,0.53001526,0.0659267
Timp3 ,0.79990525,0.06588
Clca1 ,0.56127421,0.06586
Fut2 ,0.63599777,0.065855
Ppcdc ,0.47389498,0.0657817
Alg1 ,0.5531512,0.065745
Olfr95 ,0.75123912,0.0657308
Stx1b ,0.64187182,0.06573
A030009H04Rik ,0.50676757,0.0657142
Med16 ,0.62189969,0.0656767
Klk9 ,0.68340884,0.0656033
Tjp3 ,0.57484262,0.0655992
Cyp3a11 ,0.57023326,0.0655842
Edar ,0.58947019,0.0655692
Spna1 ,0.50375665,0.0654367
Lman2 ,0.67028155,0.0654167
Olfr706 ,0.57088582,0.0653875
Foxc1 ,0.69284871,0.065365
6330416G13Rik ,0.54038666,0.06536
Hif3a ,0.64528088,0.0653567
Hgs ,0.69726819,0.0653467
Bcat1 ,0.74121448,0.0653225
4930504O13Rik ,0.57551762,0.0653125
Klri2 ,0.52327684,0.0653092
Spint2 ,0.62490129,0.0652917
Dsc3 ,0.47118661,0.06529
Krtap3-3 ,0.80821791,0.0652758
Donson ,0.5333584,0.0652683
Ccdc68 ,0.88712103,0.065265
4921528I01Rik ,0.52256281,0.06526
Psg19 ,0.51234249,0.0651917
Tex21 ,0.48820996,0.0651383
Hrh3 ,0.55605392,0.0650558
Epb4.1l4b ,0.65132982,0.0650275
Sfrs2ip ,0.57887354,0.0650058
Nxnl1 ,0.53570056,0.0649725
Pbx1 ,0.60657368,0.064955
Hspa9 ,0.5643326,0.064925
Ambn ,0.58860253,0.0649
Gdf15 ,0.61834856,0.0648975
Parva ,0.66288812,0.064875
Arhgdig ,0.73846542,0.0648533
Myh7 ,0.52426308,0.0648308
91588,0.72289247,0.0648233
BC005764 ,0.6904747,0.0648125
Tmem72 ,0.67951059,0.0647933
Brwd2 ,0.57277989,0.0647875
Ces3 ,0.579584,0.06477
Sftpb ,0.72697668,0.064755
Olfr891 ,0.51444499,0.0647283
Pkp3 ,0.55970655,0.0646567
Tspan32 ,0.5536819,0.0646533
Clec4f ,0.6904445,0.0645083
Plcd1 ,0.53890891,0.0644325
Zcchc5 ,0.65215947,0.0643317
A430010J10Rik ,0.5227906,0.064315
Sftpd ,0.62088334,0.0640967
Siglech ,0.63546136,0.06401
Mip ,0.70678977,0.0639933
Tmem44 ,0.61546766,0.0639792
Spink12 ,0.6372794,0.0639758
Olfr2 ,0.64851308,0.063975
Exoc3l ,0.55110362,0.0639342
Klk1b5 ,0.85764108,0.0639033
Hmgcs1 ,0.61884184,0.0638917
St18 ,0.60110197,0.0638583
Sp8 ,0.58805697,0.0638167
Blvra ,0.68549393,0.0638158
Taf6l ,0.51407521,0.0637717
Slc2a2 ,0.64212373,0.063725
Olfr810 ,0.6303044,0.0636758
Cyp4a12b ,0.60682574,0.0636125
Ramp2 ,0.62031535,0.06361
Nlrp4f ,0.54828119,0.0636017
Sall2 ,0.61687031,0.0635933
Olfr536 ,0.60043811,0.0635683
Gphb5 ,0.60893659,0.06356
Hsd11b1 ,0.54903794,0.0635258
Cplx1 ,0.71271056,0.0635217
Tktl1 ,0.51018463,0.0634767
Ankrd33 ,0.68212896,0.0634633
Slc6a7 ,0.59056016,0.0634467
Tnc ,0.6167096,0.06341
Slc6a12 ,0.60803311,0.0634008
BC049762 ,0.63763999,0.06338
Ofcc1 ,0.61876249,0.0633058
Xpnpep1 ,0.6268582,0.0632833
B230215L15Rik ,0.59177649,0.0632733
Pacsin1 ,0.57309505,0.0632667
Galnt11 ,0.61136961,0.0632475
Kremen2 ,0.72909873,0.063235
Sorbs2 ,0.60119559,0.063225
Dpys ,0.58662763,0.0632092
Ier5l ,0.74699011,0.0632
Olfr830 ,0.67432865,0.06318
Nolc1 ,0.52536322,0.0631583
Cygb ,0.65168537,0.063105
Clcnka ,0.6107223,0.0630858
Mvd ,0.55080539,0.0630825
Krt42 ,0.63730469,0.0630767
2210018M11Rik ,0.57328062,0.0630233
Tmeff1 ,0.68416767,0.0630192
Ugt1a10 ,0.66816555,0.0629992
Fam43a ,0.5792923,0.0629908
Slc35e1 ,0.66658973,0.062975
Nnmt ,0.65808246,0.0629517
Olfr1431 ,0.5201586,0.0629333
Osbp2 ,0.51498872,0.0629283
ENSMUSG00000053512 ,0.82525923,0.0629275
Pvrl4 ,0.72461705,0.0629067
Clca4 ,0.51371068,0.0628683
Bcar3 ,0.72094046,0.0628475
Oit1 ,0.66640434,0.0628467
Ppp2r5c ,0.59511219,0.062825
Bsnd ,0.58299588,0.0628092
90145,0.72861671,0.0627583
Bckdha ,0.66351896,0.0627567
Pla1a ,0.6684665,0.0627258
4930452B06Rik ,0.61556628,0.0627025
H2-Ea ,0.68902048,0.0626975
Lck ,0.62303231,0.0626958
Kcnn3 ,0.75549985,0.0626892
Olfr386 ,0.80876483,0.0626317
Olfr385 ,0.77584889,0.0625358
Glg1 ,0.67063153,0.0624608
Hamp2 ,0.73770563,0.0624592
Slc36a2 ,0.74389681,0.0624575
Plscr3 ,0.59826147,0.0624383
E330016A19Rik ,0.5376521,0.0623933
Olfr1216 ,0.76063118,0.0623892
Adap1 ,0.63111755,0.06233
Tcf21 ,0.71000267,0.0622875
Gnat1 ,0.50440109,0.0622683
Scml2 ,0.6186661,0.0622567
Trim50 ,0.72944465,0.062235
Cyp3a25 ,0.59590999,0.06219
Slc7a3 ,0.55671229,0.0621742
Itga4 ,0.5799751,0.0621117
Slc25a45 ,0.59659107,0.0620625
Amigo1 ,0.57048584,0.0620217
Med1 ,0.59883333,0.0620008
Lba1 ,0.50011307,0.0619908
Actn3 ,0.53573364,0.0619633
Jmjd5 ,0.59606252,0.0619475
Myocd ,0.62177791,0.0619458
Esd ,0.61871903,0.0619033
Abra ,0.71310759,0.0618375
AF529169 ,0.71610353,0.0618117
Pdcd1lg2 ,0.5951309,0.06178
Gins1 ,0.60442531,0.0617058
Hgsnat ,0.5938541,0.06168
Pgls ,0.52288094,0.0616742
AY702102 ,0.71880797,0.0616242
53570,0.60366246,0.0616158
1110028A07Rik ,0.74657096,0.0616075
Card11 ,0.51109511,0.0615767
Rad23a ,0.54795528,0.0615425
Tnfsf11 ,0.65137501,0.0615292
Nppa ,0.53766185,0.0614933
Cit ,0.74271299,0.0614525
Lrtm2 ,0.61969739,0.0614342
Slc16a14 ,0.59642882,0.0614183
Ccnb3 ,0.51273984,0.0614042
Prl8a1 ,0.50973385,0.06139
Oc90 ,0.6384423,0.0613458
Artn ,0.64991409,0.0613192
Spata20 ,0.58348152,0.0612708
Krt79 ,0.6205738,0.0612592
Tmem131 ,0.73073886,0.0612283
Mab21l1 ,0.64860867,0.0612275
Col4a6 ,0.59689136,0.0612183
Bcas1 ,0.51236722,0.0611242
Phf19 ,0.63078551,0.0611167
Ctbp1 ,0.60977913,0.0611
Vmn2r81 ,0.50764412,0.0610892
Ankar ,0.55529761,0.0610633
Tlx2 ,0.75043272,0.0610383
Cxcl2 ,0.85444416,0.0610058
Gimap4 ,0.69014216,0.0608917
Pp11r ,0.61010894,0.0608708
Cyct ,0.52821877,0.0608667
Fam168a ,0.63550863,0.0608092
Slc9a8 ,0.59556839,0.0607992
Dmrta1 ,0.62965457,0.0607767
Nudt1 ,0.66946679,0.0607667
V1rd11 ,0.86133315,0.0606767
Slc25a30 ,0.53096245,0.0606642
Gnb3 ,0.6637104,0.0606575
6620401K05Rik ,0.53202754,0.0606133
Ssfa2 ,0.68497747,0.0606
B3gnt8 ,0.73759615,0.0605183
Olfr480 ,0.65286038,0.0604933
Notch2 ,0.6387582,0.0604833
Sh2b3 ,0.79353656,0.0604442
Cyp2d13 ,0.60187405,0.060425
Ccbp2 ,0.76698569,0.0603042
Peli2 ,0.55328769,0.0602925
Il11 ,0.66049855,0.0602658
Olfr713 ,0.79572232,0.0602175
Hsd17b3 ,0.52690649,0.0602058
C1ql2 ,0.73702718,0.060185
Capg ,0.67143802,0.06017
Tbx20 ,0.68429392,0.0601525
Pde1a ,0.63026763,0.0601458
Col11a1 ,0.58164925,0.0601033
Insc ,0.55671111,0.0601017
Amigo2 ,0.72574108,0.0600817
Olfr27 ,0.62615678,0.0600717
Cartpt ,0.64654669,0.0600642
Sfmbt1 ,0.57559804,0.0600542
Fgfr1 ,0.69222652,0.0600425
Nudcd3 ,0.68387897,0.0600142
Ankrd45 ,0.57808142,0.0599983
Odf3b ,0.63869851,0.0599642
V1rd20 ,0.65877722,0.0599492
Fam71d ,0.54736507,0.0599267
Astn2 ,0.53053138,0.0599075
Vps33a ,0.61816223,0.0599058
EG636544 ,0.69472633,0.0598883
Dazl ,0.52627496,0.0598675
Ctnnd1 ,0.60519597,0.0597333
Dll1 ,0.82402428,0.0596817
Raet1e ,0.53675972,0.0596433
Opn1mw ,0.59036693,0.0596342
Tesp1 ,0.66945177,0.0596092
C1ql3 ,0.66786274,0.0595967
Traf1 ,0.70906849,0.0595858
Upk3b ,0.59420752,0.0595825
9330155M09Rik ,0.7021528,0.0594942
Olfr731 ,0.69320229,0.0594542
Slc9a9 ,0.67835594,0.0594417
Tmem173 ,0.67079874,0.0594375
Evc2 ,0.63900353,0.0594208
Cyp8b1 ,0.71317692,0.05941
Nkx6-2 ,0.71346741,0.05938
Kif6 ,0.59366727,0.0593508
Mtbp ,0.8207817,0.0593117
Mbnl2 ,0.64155725,0.0593083
Pde8b ,0.63135874,0.0592917
Kiss1r ,0.57018212,0.0592142
Large ,0.59011783,0.0592008
Chtf18 ,0.63064796,0.0591808
Cck ,0.70050283,0.0591358
Ccdc70 ,0.52735795,0.0590883
Ccl12 ,0.59929823,0.0590392
Crtc2 ,0.62094546,0.0589733
Lyzl4 ,0.58385456,0.0589467
Prl8a2 ,0.57477695,0.0589367
Tnmd ,0.549646,0.05892
Batf2 ,0.66452161,0.0589167
Gmnn ,0.55450818,0.058885
C130026L21Rik ,0.76176986,0.0588375
Prkx ,0.63801579,0.0588167
Olfr49 ,0.69112967,0.0587633
Olfr69 ,0.57968955,0.0587408
Epha6 ,0.54069509,0.0587317
Hes5 ,0.76496596,0.0587217
Aifm3 ,0.63221504,0.0587125
D230039L06Rik ,0.68286792,0.0586475
Rag1 ,0.59638666,0.0586425
Sod3 ,0.63984867,0.0586367
Them5 ,0.65373373,0.0586167
Il9 ,0.73317428,0.0586117
Srpx2 ,0.6380257,0.0585917
Fam134c ,0.68435558,0.0585733
Cd6 ,0.58641999,0.058535
Rint1 ,0.63216965,0.058525
Prkag2 ,0.67805092,0.0585117
Rap2b ,0.76741308,0.05849
Riok3 ,0.74567511,0.0584608
Mfsd7c ,0.56403234,0.05839
E030010A14Rik ,0.66317188,0.0583783
Susd4 ,0.57899223,0.0583392
Olfr665 ,0.72476791,0.0582842
Cd200r1 ,0.60498559,0.0582342
Gpr19 ,0.65548229,0.0582125
Adhfe1 ,0.59616833,0.0581875
Ccrn4l ,0.70050074,0.05818
Bcat2 ,0.60644032,0.0581725
Piga ,0.84652714,0.0581717
Hist1h3f ,0.5686738,0.0581425
Epha2 ,0.74215265,0.058115
Lce1a1 ,0.54889421,0.0581017
Cd226 ,0.54485934,0.0580917
Svs5 ,0.79758171,0.0579517
Pus7 ,0.67530471,0.0579367
Bcl7c ,0.59216438,0.0579283
51043,0.68767685,0.0578333
Dpep3 ,0.67086044,0.0578167
Lrrc9 ,0.57910445,0.0578158
Fxc1 ,0.67064893,0.057795
Pla2g2a ,0.57806599,0.0577592
Smgc ,0.56749137,0.0577517
Foxd4 ,0.63878253,0.0577
Rhox11 ,0.63553924,0.0576625
Ccdc37 ,0.65157146,0.0576
Adamts20 ,0.58326027,0.0575583
Dcun1d3 ,0.73105343,0.0575583
Kank4 ,0.65312549,0.0574442
Grb7 ,0.66516383,0.0573992
Tcfec ,0.73784834,0.0573417
Capn8 ,0.55441981,0.0573125
Tasp1 ,0.61951222,0.0573025
Isg20l2 ,0.68156534,0.0572558
Prima1 ,0.65487051,0.0572342
